title,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
no_act/input_noactivity_1(159),2.017,1.878,6.673,6.182,6.898,6.105,0
no_act/input_noactivity_1(160),1.977,1.837,6.567,6.101,6.595,6.219,0
no_act/input_noactivity_1(161),2.122,1.988,6.901,5.52,7.038,5.703,0
no_act/input_noactivity_1(162),2.343,2.08,7.094,6.086,7.034,6.253,0
no_act/input_noactivity_1(163),2.178,1.888,6.795,6.37,6.789,6.357,0
no_act/input_noactivity_1(164),2.132,1.837,6.943,6.009,7.003,6.005,0
no_act/input_noactivity_1(165),2.171,2.064,7.025,6.351,7.048,6.314,0
no_act/input_noactivity_1(166),2.078,1.945,7.295,6.024,7.215,6.166,0
no_act/input_noactivity_1(167),1.96,1.851,6.836,6.347,6.942,6.33,0
no_act/input_noactivity_1(168),1.986,1.849,6.798,5.96,6.66,6.06,0
no_act/input_noactivity_1(169),2.092,1.972,7.177,6.025,7.134,5.953,0
no_act/input_noactivity_1(170),2.198,2.021,6.84,6.595,6.931,6.63,0
no_act/input_noactivity_1(171),2.168,1.948,7.055,6.098,7.255,6.012,0
no_act/input_noactivity_1(172),2.109,1.927,7.026,6.303,7.116,6.258,0
no_act/input_noactivity_1(173),2.285,1.851,7.263,5.931,7.349,5.988,0
no_act/input_noactivity_1(174),2.355,1.947,7.344,5.819,7.426,5.944,0
no_act/input_noactivity_1(175),2.173,1.926,6.668,5.863,6.783,5.833,0
/input_walk_all_1(0),1.699,1.601,6.417,6.156,6.458,6.101,1
/input_walk_all_1(1),1.697,1.604,6.248,5.946,6.278,5.978,1
/input_walk_all_1(2),1.904,1.771,6.399,5.563,6.531,5.569,1
/input_walk_all_1(3),1.986,1.715,6.165,5.792,6.291,5.877,1
/input_walk_all_1(4),1.879,1.784,6.339,5.71,6.347,5.945,1
/input_walk_all_1(5),3.498,3.135,5.762,4.974,5.851,4.987,1
/input_walk_all_1(6),3.425,3.119,5.901,4.882,5.94,4.693,1
/input_walk_all_1(7),2.633,2.027,5.861,5.77,5.976,5.534,1
/input_walk_all_1(8),2.423,2.069,6.008,5.216,6.109,5.133,1
/input_walk_all_1(9),2.143,2.087,5.829,5.133,6.013,5.196,1
/input_walk_all_1(10),2.527,2.094,6.207,5.659,6.097,5.762,1
/input_walk_all_1(11),1.774,1.547,6.784,5.53,6.734,5.533,1
/input_walk_all_1(12),1.871,1.698,6.893,5.52,6.825,5.54,1
/input_walk_all_1(13),1.773,1.718,6.969,5.508,6.933,5.469,1
/input_walk_all_1(14),1.98,1.944,6.59,5.923,6.566,5.968,1
/input_walk_all_1(15),1.887,1.766,6.445,5.895,6.64,5.91,1
/input_walk_all_1(16),3.528,2.86,5.46,5.019,5.482,5.099,1
/input_walk_all_1(17),3.434,2.816,5.851,4.719,5.9,4.633,1
/input_walk_all_1(18),2.075,1.934,6.133,5.392,6.093,5.246,1
/input_walk_all_1(19),2.404,2.219,6.044,5.131,6.138,5.042,1
/input_walk_all_1(20),2.477,2.087,6.37,5.506,6.429,5.504,1
/input_walk_all_1(21),2.495,2.308,6.216,6.078,6.281,6.01,1
/input_walk_all_1(22),1.713,1.639,6.547,6.282,6.465,6.301,1
/input_walk_all_1(23),1.672,1.634,6.697,6.06,6.656,6.088,1
/input_walk_all_1(24),1.774,1.687,6.457,5.807,6.433,5.831,1
/input_walk_all_1(25),1.893,1.759,6.395,5.978,6.599,6.049,1
/input_walk_all_1(26),2.053,1.715,6.713,6.326,6.914,6.418,1
/input_walk_all_1(27),3.547,2.784,5.715,5.058,5.779,5.209,1
/input_walk_all_1(28),3.316,2.647,5.731,5.026,5.666,5.011,1
/input_walk_all_1(29),2.275,1.942,5.803,5.781,5.895,5.463,1
/input_walk_all_1(30),2.426,2.234,5.517,5.351,5.616,5.257,1
/input_walk_all_1(31),2.325,2.123,6.264,5.21,6.32,5.302,1
/input_walk_all_1(32),2.518,2.21,6.365,5.709,6.257,5.732,1
/input_walk_all_1(33),1.759,1.72,6.65,5.803,6.62,5.946,1
/input_walk_all_1(34),1.711,1.628,6.306,5.43,6.493,5.384,1
/input_walk_all_1(35),1.672,1.631,6.448,5.73,6.649,5.527,1
/input_walk_all_1(36),1.807,1.688,6.915,5.369,6.803,5.58,1
/input_walk_all_1(37),2.041,1.739,6.739,5.293,6.949,5.439,1
/input_walk_all_1(38),3.194,2.729,5.963,4.72,5.917,4.874,1
/input_walk_all_1(39),3.094,2.518,5.937,4.971,5.605,5.065,1
/input_walk_all_1(40),2.181,1.955,6.466,5.543,6.104,5.738,1
/input_walk_all_1(41),2.298,2.039,6.065,5.062,5.911,5.386,1
/input_walk_all_1(42),2.237,2.01,6.06,5.273,6.131,5.241,1
/input_walk_all_1(43),2.347,2.141,6.06,5.636,5.951,5.587,1
/input_walk_all_1(44),1.843,1.664,6.477,5.936,6.415,5.934,1
/input_walk_all_1(45),1.79,1.726,6.332,5.539,6.301,5.56,1
/input_walk_all_1(46),1.885,1.637,6.518,5.858,6.517,5.939,1
/input_walk_all_1(47),1.924,1.72,6.368,5.985,6.623,5.949,1
/input_walk_all_1(48),2.014,1.69,6.235,5.972,6.348,6.019,1
/input_walk_all_1(49),3.562,2.908,5.427,5.299,5.447,5.302,1
/input_walk_all_1(50),3.429,2.867,5.876,5.12,6.047,4.883,1
/input_walk_all_1(51),2.378,2.007,6.235,5.683,6.16,5.638,1
/input_walk_all_1(52),2.456,2.077,5.854,5.395,5.736,5.49,1
/input_walk_all_1(53),2.617,2.148,6.145,5.243,6.042,5.695,1
/input_walk_all_1(54),2.516,2.21,6.335,5.66,6.319,5.643,1
/input_walk_all_1(55),1.885,1.613,7.094,5.971,7.158,6.01,1
/input_walk_all_1(56),1.764,1.592,6.835,5.689,6.95,5.639,1
/input_walk_all_1(57),1.753,1.629,6.301,5.903,6.225,6.067,1
/input_walk_all_1(58),1.878,1.714,6.093,5.797,6.086,5.939,1
/input_walk_all_1(59),2.009,1.755,6.485,5.256,6.49,5.308,1
/input_walk_all_1(60),4.029,3.024,5.943,4.468,5.747,4.551,1
/input_walk_all_1(61),3.741,2.785,5.801,4.512,5.6,4.833,1
/input_walk_all_1(62),2.292,2.143,6.344,5.712,6.326,5.422,1
/input_walk_all_1(63),2.379,2.113,6.345,5.538,6.141,5.51,1
/input_walk_all_1(64),2.192,1.976,5.948,5.365,5.959,5.419,1
/input_walk_all_1(65),2.554,2.234,6.158,5.703,5.978,5.777,1
/input_walk_all_1(66),1.706,1.618,6.515,5.896,6.55,5.912,1
/input_walk_all_1(67),1.614,1.597,6.374,5.675,6.289,5.76,1
/input_walk_all_1(68),1.767,1.668,6.481,5.786,6.524,5.77,1
/input_walk_all_1(69),1.961,1.826,6.561,5.797,6.565,5.838,1
/input_walk_all_1(70),1.929,1.832,6.315,5.699,6.182,5.802,1
/input_walk_all_1(71),3.525,2.554,5.497,5.164,5.456,5.079,1
/input_walk_all_1(72),3.445,2.663,5.511,5.17,5.285,5.086,1
/input_walk_all_1(73),2.303,2.062,6.14,5.826,6.155,5.572,1
/input_walk_all_1(74),2.369,2.025,5.789,5.311,5.805,5.422,1
/input_walk_all_1(75),2.311,2.084,6.148,5.456,5.866,5.518,1
/input_walk_all_1(76),2.619,2.137,6.287,5.655,5.938,5.705,1
/input_walk_all_1(77),1.715,1.584,6.558,6.012,6.4,6.028,1
/input_walk_all_1(78),1.741,1.636,6.349,5.905,6.395,5.804,1
/input_walk_all_1(79),1.917,1.688,6.225,6.057,6.227,6.06,1
/input_walk_all_1(80),2.034,1.645,6.249,5.774,6.138,5.815,1
/input_walk_all_1(81),1.795,1.772,6.248,5.993,6.495,5.712,1
/input_walk_all_1(82),3.108,3.025,5.545,5.055,5.55,5.156,1
/input_walk_all_1(83),3.007,2.92,5.891,5.0,5.784,4.964,1
/input_walk_all_1(84),2.123,1.993,6.06,5.318,5.943,5.166,1
/input_walk_all_1(85),2.278,2.105,5.839,4.855,5.74,4.727,1
/input_walk_all_1(86),2.296,2.016,6.568,5.66,6.43,5.78,1
/input_walk_all_1(87),2.571,2.234,6.499,5.428,6.286,5.455,1
/input_walk_all_1(88),1.805,1.547,6.87,6.154,6.97,6.293,1
/input_walk_all_1(89),1.826,1.677,6.58,6.058,6.605,6.226,1
/input_walk_all_1(90),1.91,1.675,6.789,5.354,6.805,5.388,1
/input_walk_all_1(91),1.912,1.769,7.359,5.293,7.414,5.285,1
/input_walk_all_1(92),1.939,1.73,6.986,5.778,7.072,5.853,1
/input_walk_all_1(93),3.629,2.614,5.806,5.213,5.792,5.3,1
/input_walk_all_1(94),3.376,2.76,5.864,5.353,5.973,5.109,1
/input_walk_all_1(95),2.182,1.894,6.28,5.668,6.211,5.574,1
/input_walk_all_1(96),2.303,1.928,5.85,5.317,5.922,4.986,1
/input_walk_all_1(97),2.261,1.96,6.162,5.429,5.926,5.711,1
/input_walk_all_1(98),2.603,2.264,6.552,5.338,6.373,5.41,1
/input_walk_all_1(99),1.861,1.636,6.751,5.594,6.963,5.687,1
/input_walk_all_1(100),1.884,1.725,6.393,5.626,6.549,5.717,1
/input_walk_all_1(101),1.941,1.718,6.505,5.592,6.537,5.647,1
/input_walk_all_1(102),1.918,1.862,6.841,5.356,6.928,5.505,1
/input_walk_all_1(103),1.962,1.793,6.191,5.332,6.356,5.272,1
/input_walk_all_1(104),3.638,3.361,5.818,5.259,5.99,5.102,1
/input_walk_all_1(105),3.422,3.208,5.781,5.072,5.733,5.126,1
/input_walk_all_1(106),2.22,1.843,6.295,5.533,6.167,5.581,1
/input_walk_all_1(107),2.236,2.014,5.661,5.215,5.529,5.22,1
/input_walk_all_1(108),2.156,1.921,5.838,5.535,5.791,5.588,1
/input_walk_all_1(109),2.294,2.041,6.074,5.763,5.998,5.581,1
/input_walk_all_1(110),1.805,1.7,6.788,5.539,6.855,5.675,1
/input_walk_all_1(111),1.871,1.753,6.78,5.658,6.781,5.751,1
/input_walk_all_1(112),1.901,1.828,6.615,5.933,6.623,5.906,1
/input_walk_all_1(113),2.089,1.871,6.299,5.632,6.437,5.632,1
/input_walk_all_1(114),1.903,1.785,6.236,5.742,6.326,5.813,1
/input_walk_all_1(115),3.42,3.04,5.759,5.095,5.472,5.327,1
/input_walk_all_1(116),3.167,2.911,5.676,4.672,5.353,4.88,1
/input_walk_all_1(117),2.224,2.077,6.109,5.981,6.009,5.955,1
/input_walk_all_1(118),2.412,1.97,5.867,5.251,5.999,5.11,1
/input_walk_all_1(119),2.349,1.973,6.153,5.208,5.962,5.447,1
/input_walk_all_1(120),2.428,2.2,6.35,5.214,5.943,5.221,1
/input_walk_all_1(121),1.73,1.582,6.27,6.086,6.33,5.879,1
/input_walk_all_1(122),1.842,1.677,6.393,5.578,6.479,5.476,1
/input_walk_all_1(123),1.861,1.693,6.46,5.493,6.634,5.404,1
/input_walk_all_1(124),1.801,1.784,6.456,5.821,6.62,5.925,1
/input_walk_all_1(125),1.897,1.71,6.396,6.29,6.51,6.448,1
/input_walk_all_1(126),4.039,3.51,5.79,5.153,5.897,4.965,1
/input_walk_all_1(127),3.757,3.147,5.711,5.275,5.889,4.922,1
/input_walk_all_1(128),2.16,1.906,6.282,5.551,6.118,5.565,1
/input_walk_all_1(129),2.438,1.951,5.87,5.111,5.763,5.208,1
/input_walk_all_1(130),2.354,1.978,6.18,5.544,6.128,5.703,1
/input_walk_all_1(131),2.455,2.381,6.295,5.406,6.084,5.352,1
/input_walk_all_1(132),1.86,1.685,6.621,6.029,6.487,6.258,1
/input_walk_all_1(133),1.835,1.694,6.546,6.354,6.727,6.194,1
/input_walk_all_1(134),1.839,1.649,6.466,5.99,6.656,5.96,1
/input_walk_all_1(135),1.861,1.722,6.683,5.625,6.679,5.637,1
/input_walk_all_1(136),1.985,1.703,6.967,6.08,6.856,6.081,1
/input_walk_all_1(137),3.657,2.621,5.513,5.292,5.705,5.07,1
/input_walk_all_1(138),3.517,2.723,5.934,4.966,6.127,4.893,1
/input_walk_all_1(139),2.469,2.043,6.949,5.893,6.849,6.057,1
/input_walk_all_1(140),2.245,2.236,6.046,5.703,5.857,5.798,1
/input_walk_all_1(141),2.244,2.128,6.174,5.729,6.045,5.839,1
/input_walk_all_1(142),2.328,2.252,6.502,5.298,6.503,5.042,1
/input_walk_all_1(143),1.948,1.693,6.57,5.903,6.672,5.803,1
/input_walk_all_1(144),1.789,1.741,6.415,5.722,6.398,5.86,1
/input_walk_all_1(145),1.936,1.698,6.215,5.719,6.248,5.803,1
/input_walk_all_1(146),1.968,1.714,6.231,5.839,6.187,5.982,1
/input_walk_all_1(147),1.808,1.642,6.199,5.799,6.392,5.722,1
/input_walk_all_1(148),3.359,2.693,5.522,4.596,5.677,4.665,1
/input_walk_all_1(149),3.164,2.779,5.974,4.741,5.891,4.759,1
/input_walk_all_1(150),2.403,1.865,6.559,5.603,6.639,5.477,1
/input_walk_all_1(151),2.425,1.98,5.979,5.472,5.909,5.457,1
/input_walk_all_1(152),2.524,2.063,5.855,5.658,6.04,5.622,1
/input_walk_all_1(153),2.438,2.353,6.106,5.991,6.091,5.755,1
/input_walk_all_1(154),1.767,1.566,6.707,5.271,6.893,5.382,1
/input_walk_all_1(155),1.803,1.577,6.35,5.841,6.343,5.885,1
/input_walk_all_1(156),1.911,1.711,6.306,5.958,6.38,5.872,1
/input_walk_all_1(157),1.971,1.697,6.163,5.936,6.298,6.024,1
/input_walk_all_1(158),1.982,1.655,6.267,5.916,6.314,6.116,1
/input_walk_all_1(159),3.652,3.062,5.612,5.079,5.786,5.143,1
/input_walk_all_1(160),3.392,3.072,5.761,5.327,5.75,5.397,1
/input_walk_all_1(161),2.285,1.963,6.671,6.111,6.77,5.874,1
/input_walk_all_1(162),2.586,2.127,6.289,5.695,6.287,5.613,1
/input_walk_all_1(163),2.422,2.151,6.275,5.511,6.195,5.65,1
/input_walk_all_1(164),2.642,2.105,6.196,5.473,6.074,5.396,1
/input_walk_all_1(165),1.689,1.571,6.43,6.105,6.505,5.946,1
/input_walk_all_1(166),1.699,1.625,6.394,5.778,6.419,5.756,1
/input_walk_all_1(167),1.715,1.627,6.52,5.785,6.642,5.741,1
/input_walk_all_1(168),1.841,1.766,6.621,5.616,6.759,5.81,1
/input_walk_all_1(169),2.031,1.858,6.684,5.705,6.79,5.846,1
/input_walk_all_1(170),3.521,2.913,5.694,4.991,5.836,4.671,1
/input_walk_all_1(171),3.183,2.769,5.547,5.128,5.463,5.088,1
/input_walk_all_1(172),2.329,2.223,6.457,5.8,6.522,5.635,1
/input_walk_all_1(173),2.218,2.147,6.192,5.225,6.142,5.12,1
/input_walk_all_1(174),2.212,2.149,6.376,5.553,6.426,5.635,1
/input_walk_all_1(175),2.419,2.077,6.942,5.83,6.856,5.746,1
/input_walk_hall_1(0),2.02,1.818,5.853,4.984,6.079,4.992,1
/input_walk_hall_1(1),2.046,1.723,6.66,5.814,6.562,5.794,1
/input_walk_hall_1(2),2.267,1.856,6.595,5.834,6.426,5.677,1
/input_walk_hall_1(3),2.915,2.444,5.766,5.036,5.864,5.003,1
/input_walk_hall_1(4),2.727,2.605,5.632,5.112,5.807,5.323,1
/input_walk_hall_1(5),2.06,1.737,6.742,5.816,6.91,5.835,1
/input_walk_hall_1(6),2.28,2.129,6.885,6.066,7.009,6.039,1
/input_walk_hall_1(7),3.507,2.682,5.662,5.227,5.577,5.456,1
/input_walk_hall_1(8),3.497,2.518,5.756,5.059,5.811,5.156,1
/input_walk_hall_1(9),2.131,2.014,6.625,6.397,6.624,6.419,1
/input_walk_hall_1(10),1.953,1.824,7.064,6.393,6.889,6.414,1
/input_walk_hall_1(11),2.048,2.024,6.024,4.877,6.113,5.006,1
/input_walk_hall_1(12),2.051,1.799,6.47,5.223,6.407,5.185,1
/input_walk_hall_1(13),2.217,1.989,6.517,5.175,6.528,5.156,1
/input_walk_hall_1(14),2.964,2.345,5.803,5.096,5.99,5.222,1
/input_walk_hall_1(15),2.781,2.347,5.881,5.21,5.862,5.532,1
/input_walk_hall_1(16),2.027,1.839,6.633,5.575,6.609,5.748,1
/input_walk_hall_1(17),2.433,2.046,6.585,5.727,6.655,5.878,1
/input_walk_hall_1(18),3.385,3.039,5.362,4.935,5.727,5.211,1
/input_walk_hall_1(19),3.123,3.017,5.755,4.93,6.098,5.213,1
/input_walk_hall_1(20),1.986,1.778,6.894,6.057,6.947,6.129,1
/input_walk_hall_1(21),1.812,1.64,6.905,6.334,6.864,6.276,1
/input_walk_hall_1(22),2.042,1.966,6.569,5.066,6.61,5.092,1
/input_walk_hall_1(23),2.012,1.88,6.805,5.457,6.707,5.391,1
/input_walk_hall_1(24),2.298,1.923,6.695,5.172,6.627,5.21,1
/input_walk_hall_1(25),2.798,2.492,5.619,4.8,5.918,4.831,1
/input_walk_hall_1(26),2.981,2.338,5.517,4.89,5.554,5.084,1
/input_walk_hall_1(27),2.324,1.991,6.309,5.859,6.233,6.0,1
/input_walk_hall_1(28),2.364,2.176,6.628,6.187,6.876,6.167,1
/input_walk_hall_1(29),3.402,3.062,5.615,5.095,5.866,5.68,1
/input_walk_hall_1(30),3.379,2.934,5.547,4.86,6.001,5.184,1
/input_walk_hall_1(31),2.131,1.892,6.505,5.927,6.633,5.99,1
/input_walk_hall_1(32),1.773,1.671,6.331,6.147,6.272,6.11,1
/input_walk_hall_1(33),2.313,2.001,6.282,5.363,6.363,5.284,1
/input_walk_hall_1(34),2.087,1.816,7.021,5.475,6.938,5.364,1
/input_walk_hall_1(35),2.347,2.049,6.657,5.84,6.715,5.773,1
/input_walk_hall_1(36),2.987,2.36,5.993,5.174,6.136,5.272,1
/input_walk_hall_1(37),3.0,2.327,6.202,5.147,6.244,5.279,1
/input_walk_hall_1(38),2.26,1.914,7.014,5.591,7.008,5.761,1
/input_walk_hall_1(39),2.64,2.12,7.554,5.703,7.622,6.079,1
/input_walk_hall_1(40),3.616,2.832,6.366,4.824,6.692,5.282,1
/input_walk_hall_1(41),3.577,2.616,5.592,4.582,5.956,4.934,1
/input_walk_hall_1(42),1.989,1.92,6.57,5.895,6.599,5.814,1
/input_walk_hall_1(43),1.818,1.713,6.698,6.272,6.722,5.991,1
/input_walk_hall_1(44),2.041,1.93,6.456,5.108,6.511,5.216,1
/input_walk_hall_1(45),2.086,1.804,6.735,5.464,6.714,5.293,1
/input_walk_hall_1(46),2.474,1.774,6.568,5.211,6.766,5.188,1
/input_walk_hall_1(47),2.773,2.291,5.684,4.993,5.904,5.075,1
/input_walk_hall_1(48),2.871,2.053,5.428,5.185,5.54,5.176,1
/input_walk_hall_1(49),2.073,1.76,6.57,6.074,6.533,6.077,1
/input_walk_hall_1(50),2.378,2.186,7.18,5.92,7.214,5.999,1
/input_walk_hall_1(51),3.434,3.168,5.919,5.157,6.203,5.43,1
/input_walk_hall_1(52),3.409,2.903,5.538,5.238,5.735,5.495,1
/input_walk_hall_1(53),2.038,1.815,6.667,6.261,6.561,6.26,1
/input_walk_hall_1(54),1.862,1.788,6.882,6.253,6.69,6.24,1
/input_walk_hall_1(55),1.982,1.836,5.774,5.348,5.966,5.287,1
/input_walk_hall_1(56),1.953,1.729,6.159,5.723,6.096,5.786,1
/input_walk_hall_1(57),2.286,2.151,6.459,5.78,6.705,5.463,1
/input_walk_hall_1(58),2.819,2.362,5.846,5.104,5.953,5.072,1
/input_walk_hall_1(59),2.749,2.175,6.071,4.868,6.149,5.133,1
/input_walk_hall_1(60),2.029,1.661,6.912,5.738,6.86,5.812,1
/input_walk_hall_1(61),2.626,2.164,7.006,6.146,7.282,6.254,1
/input_walk_hall_1(62),3.496,2.848,5.701,5.19,6.261,5.583,1
/input_walk_hall_1(63),3.414,2.418,5.207,5.008,5.538,5.357,1
/input_walk_hall_1(64),2.095,1.869,6.446,6.307,6.605,6.246,1
/input_walk_hall_1(65),1.821,1.704,6.711,6.503,6.71,6.337,1
/input_walk_hall_1(66),2.23,1.869,5.861,5.494,6.299,5.342,1
/input_walk_hall_1(67),1.871,1.817,6.232,5.822,6.32,5.765,1
/input_walk_hall_1(68),2.214,2.104,6.072,5.792,6.012,5.834,1
/input_walk_hall_1(69),2.719,2.403,5.632,5.074,5.631,5.242,1
/input_walk_hall_1(70),2.831,2.159,6.036,4.956,6.242,4.945,1
/input_walk_hall_1(71),2.23,1.807,6.452,5.916,6.41,6.17,1
/input_walk_hall_1(72),2.288,2.211,6.739,5.747,6.827,6.041,1
/input_walk_hall_1(73),3.418,2.886,5.292,5.139,5.656,5.549,1
/input_walk_hall_1(74),3.424,2.625,5.355,5.02,5.646,5.23,1
/input_walk_hall_1(75),2.15,2.0,6.613,5.91,6.513,6.058,1
/input_walk_hall_1(76),2.093,1.677,7.05,5.786,7.069,5.741,1
/input_walk_hall_1(77),2.213,1.974,6.613,4.971,6.813,4.931,1
/input_walk_hall_1(78),2.022,1.909,7.14,5.624,7.132,5.591,1
/input_walk_hall_1(79),2.181,2.087,6.745,5.815,6.678,5.889,1
/input_walk_hall_1(80),2.651,2.378,5.695,5.206,5.833,5.227,1
/input_walk_hall_1(81),2.571,2.279,5.685,5.139,5.926,5.177,1
/input_walk_hall_1(82),2.235,2.101,6.528,5.993,6.364,6.109,1
/input_walk_hall_1(83),2.664,2.051,6.813,6.178,6.857,6.165,1
/input_walk_hall_1(84),3.328,2.88,5.581,4.876,5.924,5.081,1
/input_walk_hall_1(85),2.96,2.712,5.707,4.364,5.994,4.397,1
/input_walk_hall_1(86),1.96,1.731,6.533,5.931,6.527,5.736,1
/input_walk_hall_1(87),1.887,1.642,7.009,6.511,6.797,6.458,1
/input_walk_hall_1(88),2.153,1.902,6.274,5.378,6.442,5.362,1
/input_walk_hall_1(89),2.025,1.761,6.645,5.473,6.797,5.347,1
/input_walk_hall_1(90),2.124,1.992,6.55,5.097,6.68,5.073,1
/input_walk_hall_1(91),2.743,2.392,5.84,5.119,6.185,4.693,1
/input_walk_hall_1(92),2.809,2.191,5.506,5.23,5.971,5.199,1
/input_walk_hall_1(93),2.131,1.879,6.7,5.818,6.815,5.788,1
/input_walk_hall_1(94),2.609,2.177,7.283,6.247,7.567,6.199,1
/input_walk_hall_1(95),3.606,2.899,5.93,5.321,6.312,5.433,1
/input_walk_hall_1(96),3.301,2.905,5.076,4.792,5.54,4.85,1
/input_walk_hall_1(97),2.249,1.988,6.262,5.921,6.259,6.141,1
/input_walk_hall_1(98),1.892,1.7,6.65,6.566,6.659,6.499,1
/input_walk_hall_1(99),2.078,1.987,6.09,5.015,6.148,4.972,1
/input_walk_hall_1(100),1.975,1.851,6.865,5.328,6.844,5.345,1
/input_walk_hall_1(101),2.097,1.963,6.651,5.77,6.612,5.77,1
/input_walk_hall_1(102),2.862,2.38,5.545,5.369,5.713,5.492,1
/input_walk_hall_1(103),2.841,2.571,5.528,5.464,5.823,5.611,1
/input_walk_hall_1(104),2.264,1.982,6.913,5.779,7.037,5.873,1
/input_walk_hall_1(105),2.818,2.208,6.918,5.997,7.13,6.109,1
/input_walk_hall_1(106),3.878,3.168,5.491,5.126,6.108,5.31,1
/input_walk_hall_1(107),3.64,2.886,6.121,4.813,6.341,5.244,1
/input_walk_hall_1(108),2.087,1.802,6.817,5.981,6.772,6.148,1
/input_walk_hall_1(109),1.701,1.627,6.844,6.138,6.924,6.093,1
/input_walk_hall_1(110),2.127,1.819,5.956,5.208,5.792,5.513,1
/input_walk_hall_1(111),1.891,1.834,6.329,5.807,6.113,6.02,1
/input_walk_hall_1(112),2.038,1.903,6.164,5.673,6.044,5.814,1
/input_walk_hall_1(113),2.802,2.099,5.611,5.096,5.575,5.251,1
/input_walk_hall_1(114),2.98,2.308,5.439,4.901,5.431,5.116,1
/input_walk_hall_1(115),2.133,2.07,6.489,5.988,6.602,5.941,1
/input_walk_hall_1(116),2.364,2.272,6.582,6.177,6.768,6.264,1
/input_walk_hall_1(117),3.382,2.891,5.379,4.955,5.55,5.233,1
/input_walk_hall_1(118),3.268,2.526,5.266,5.01,5.575,5.181,1
/input_walk_hall_1(119),2.055,1.836,6.466,6.177,6.529,6.336,1
/input_walk_hall_1(120),1.84,1.747,6.573,6.45,6.652,6.405,1
/input_walk_hall_1(121),2.033,1.891,5.952,5.244,6.038,5.362,1
/input_walk_hall_1(122),1.93,1.797,6.071,5.957,6.055,5.753,1
/input_walk_hall_1(123),2.244,1.956,6.113,5.963,6.239,5.873,1
/input_walk_hall_1(124),2.74,2.524,5.632,5.182,5.659,5.225,1
/input_walk_hall_1(125),2.761,2.375,5.441,4.77,5.303,4.969,1
/input_walk_hall_1(126),1.983,1.789,6.679,5.415,6.653,5.464,1
/input_walk_hall_1(127),2.348,2.256,6.673,5.781,6.733,5.878,1
/input_walk_hall_1(128),3.612,2.948,5.442,4.573,5.478,5.056,1
/input_walk_hall_1(129),3.501,2.921,5.783,5.284,5.987,5.439,1
/input_walk_hall_1(130),2.02,1.999,6.695,5.975,6.717,6.025,1
/input_walk_hall_1(131),1.865,1.775,6.746,5.547,6.637,5.611,1
/input_walk_hall_1(132),2.158,1.82,5.963,5.651,6.068,5.654,1
/input_walk_hall_1(133),2.069,1.769,6.48,5.781,6.543,5.771,1
/input_walk_hall_1(134),2.142,2.118,6.492,6.122,6.375,6.223,1
/input_walk_hall_1(135),2.754,2.196,5.931,5.228,6.037,5.521,1
/input_walk_hall_1(136),2.716,2.076,5.493,5.359,5.701,5.571,1
/input_walk_hall_1(137),2.172,1.954,6.32,6.216,6.484,6.155,1
/input_walk_hall_1(138),2.341,2.007,6.711,6.247,6.711,6.271,1
/input_walk_hall_1(139),3.343,2.894,5.743,5.1,5.881,5.314,1
/input_walk_hall_1(140),3.312,3.044,5.609,4.855,5.739,5.476,1
/input_walk_hall_1(141),2.286,2.104,6.36,6.137,6.438,6.315,1
/input_walk_hall_1(142),1.861,1.711,6.908,6.463,6.863,6.246,1
/input_walk_hall_1(143),2.1,1.977,5.792,5.497,5.908,5.453,1
/input_walk_hall_1(144),2.125,1.869,6.377,5.87,6.269,6.117,1
/input_walk_hall_1(145),2.293,1.981,6.056,5.844,6.161,5.848,1
/input_walk_hall_1(146),2.789,2.29,5.513,5.078,5.64,5.082,1
/input_walk_hall_1(147),2.843,2.159,5.772,4.985,5.891,5.09,1
/input_walk_hall_1(148),2.116,1.623,6.499,5.266,6.606,5.468,1
/input_walk_hall_1(149),2.807,1.894,6.605,5.939,6.887,6.115,1
/input_walk_hall_1(150),3.581,3.089,5.534,5.093,6.287,5.373,1
/input_walk_hall_1(151),3.423,3.073,5.304,4.743,5.642,4.968,1
/input_walk_hall_1(152),2.107,1.833,6.539,5.96,6.7,5.943,1
/input_walk_hall_1(153),1.86,1.709,6.858,6.117,6.931,5.978,1
/input_walk_hall_1(154),1.982,1.783,5.845,5.184,5.841,5.03,1
/input_walk_hall_1(155),2.107,1.847,6.289,5.505,6.188,5.444,1
/input_walk_hall_1(156),2.356,1.92,6.057,5.926,6.353,5.612,1
/input_walk_hall_1(157),2.711,2.462,5.638,5.07,5.792,5.065,1
/input_walk_hall_1(158),2.74,2.517,5.469,4.975,5.837,4.994,1
/input_walk_hall_1(159),2.423,1.926,6.969,5.562,7.075,5.873,1
/input_walk_hall_1(160),2.598,2.439,7.007,6.024,7.21,6.094,1
/input_walk_hall_1(161),3.689,3.178,5.558,5.117,5.948,5.323,1
/input_walk_hall_1(162),3.567,2.989,5.832,5.267,6.005,5.693,1
/input_walk_hall_1(163),2.029,1.87,7.145,6.321,6.964,6.533,1
/input_walk_hall_1(164),1.781,1.754,7.287,6.172,7.124,6.208,1
/input_walk_hall_1(165),2.186,1.86,6.164,5.326,6.105,5.593,1
/input_walk_hall_1(166),2.103,1.9,6.748,5.585,6.718,5.591,1
/input_walk_hall_1(167),2.198,1.905,6.318,5.713,6.354,5.559,1
