,title,A_1,A_2,A_3,A_4,A_5,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
1043,no_act/19A_noactivity_5(163),-0.985,-0.8340000000000001,-0.797,-0.8079999999999999,-0.8,7.979,6.315,9.263,7.285,3.9339999999999997,3.832,0
1044,no_act/19A_noactivity_5(164),-0.9840000000000001,-0.8420000000000001,-0.768,-0.807,-0.799,7.747000000000001,6.631,8.955,7.542000000000001,3.8310000000000004,3.7039999999999997,0
1045,no_act/19A_noactivity_5(165),-0.992,-0.8190000000000001,-0.835,-0.856,-0.7909999999999999,8.3,7.4239999999999995,9.892999999999999,8.296,4.513999999999999,4.0280000000000005,0
1046,no_act/19A_noactivity_5(166),-0.983,-0.8170000000000001,-0.8009999999999999,-0.853,-0.81,7.898,7.121,9.277999999999999,8.104,4.21,3.7110000000000003,0
1047,no_act/19A_noactivity_5(167),-0.975,-0.8270000000000001,-0.763,-0.8420000000000001,-0.804,8.722999999999999,6.773,10.166,7.631,3.989,3.819,0
1048,no_act/19A_noactivity_5(168),-0.985,-0.831,-0.7709999999999999,-0.812,-0.809,9.02,6.645,10.384,7.597,4.266,3.681,0
1049,no_act/19A_noactivity_5(169),-0.98,-0.823,-0.8290000000000001,-0.789,-0.779,8.186,6.857,9.374,8.047,4.2219999999999995,3.888,0
1050,no_act/19A_noactivity_5(170),-0.973,-0.8190000000000001,-0.804,-0.825,-0.794,8.387,6.601,9.404,7.761,4.14,3.855,0
1051,no_act/19A_noactivity_5(171),-0.9840000000000001,-0.8190000000000001,-0.825,-0.835,-0.8320000000000001,8.755,6.814,9.865,7.939,4.204,3.846,0
1052,no_act/19A_noactivity_5(172),-0.986,-0.821,-0.8270000000000001,-0.7909999999999999,-0.843,8.21,7.235,9.292,8.617,4.303999999999999,3.8760000000000003,0
1053,no_act/19A_noactivity_5(173),-0.983,-0.8220000000000001,-0.794,-0.8079999999999999,-0.772,7.627999999999999,7.017,8.648,8.39,4.272,3.705,0
1054,no_act/19A_noactivity_5(174),-0.985,-0.8290000000000001,-0.7709999999999999,-0.816,-0.8390000000000001,7.98,7.202999999999999,9.245,8.421,4.207,4.075,0
1055,no_act/19A_noactivity_5(175),-0.981,-0.8320000000000001,-0.8,-0.8270000000000001,-0.79,8.041,7.1610000000000005,9.435,8.199,4.073,3.949,0
1056,no_act/19A_noactivity_6(0),-0.991,-0.809,-0.885,-0.816,-0.8190000000000001,6.862,5.79,3.16,2.673,7.426,6.5889999999999995,0
1057,no_act/19A_noactivity_6(1),-0.9079999999999999,-0.775,-0.7759999999999999,-0.8140000000000001,-0.787,6.856,5.686,3.1910000000000003,2.752,7.4,6.579,0
1058,no_act/19A_noactivity_6(2),-0.9079999999999999,-0.789,-0.818,-0.7959999999999999,-0.773,7.148,5.752000000000001,3.208,2.639,7.627999999999999,6.3629999999999995,0
1059,no_act/19A_noactivity_6(3),-0.925,-0.852,-0.7659999999999999,-0.779,-0.82,6.989,5.723,3.091,2.6860000000000004,7.507999999999999,6.4479999999999995,0
1060,no_act/19A_noactivity_6(4),-0.924,-0.807,-0.8059999999999999,-0.8059999999999999,-0.7879999999999999,6.565,5.813,3.1830000000000003,2.77,7.476,6.577999999999999,0
1061,no_act/19A_noactivity_6(5),-0.9229999999999999,-0.762,-0.8009999999999999,-0.833,-0.8220000000000001,6.7,5.811,3.176,2.8139999999999996,7.4879999999999995,6.6979999999999995,0
1062,no_act/19A_noactivity_6(6),-0.9079999999999999,-0.7909999999999999,-0.809,-0.794,-0.825,6.649,5.907,3.07,2.958,7.249,6.8260000000000005,0
1063,no_act/19A_noactivity_6(7),-0.9359999999999999,-0.825,-0.7959999999999999,-0.7809999999999999,-0.789,6.5489999999999995,5.904,3.1719999999999997,2.945,7.126,6.82,0
1064,no_act/19A_noactivity_6(8),-0.941,-0.7859999999999999,-0.805,-0.81,-0.815,6.696000000000001,5.77,3.2510000000000003,2.77,7.356,6.52,0
