title,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
no_act/19A_noactivity_4(81),6.887,6.711,11.516,9.778,6.5,5.719,0
no_act/19A_noactivity_4(82),7.046,6.366,10.785,10.526,6.426,5.97,0
no_act/19A_noactivity_4(83),7.237,6.307,11.105,10.049,6.185,5.905,0
no_act/19A_noactivity_4(84),7.088,6.77,11.139,10.173,6.394,5.664,0
no_act/19A_noactivity_4(85),7.059,6.77,11.466,9.994,6.628,5.631,0
no_act/19A_noactivity_4(86),7.213,6.447,11.008,10.291,6.405,5.747,0
no_act/19A_noactivity_4(87),7.27,6.467,11.259,9.82,6.362,5.701,0
no_act/19A_noactivity_4(88),6.981,6.54,10.991,10.454,6.51,5.921,0
no_act/19A_noactivity_4(89),7.201,6.331,11.11,10.181,6.553,5.885,0
no_act/19A_noactivity_4(90),7.348,6.532,11.116,10.212,6.386,5.784,0
no_act/19A_noactivity_4(91),7.333,6.476,10.881,10.279,6.139,5.732,0
no_act/19A_noactivity_4(92),7.038,6.628,10.886,10.187,6.098,5.966,0
no_act/19A_noactivity_4(93),7.338,6.627,11.283,9.933,6.046,5.916,0
no_act/19A_noactivity_4(94),7.463,6.388,11.464,9.729,6.061,5.838,0
no_act/19A_noactivity_4(95),7.065,6.493,11.108,10.095,6.449,5.753,0
no_act/19A_noactivity_4(96),6.974,6.617,11.416,9.855,6.524,5.643,0
no_act/19A_noactivity_4(97),7.059,6.534,11.443,9.846,6.3,5.72,0
no_act/19A_noactivity_4(98),7.183,6.45,11.541,9.748,6.392,5.903,0
no_act/19A_noactivity_4(99),7.155,6.422,10.859,10.08,6.266,5.667,0
no_act/19A_noactivity_4(100),7.387,6.277,11.26,9.589,6.154,5.772,0
no_act/19A_noactivity_4(101),7.249,6.366,10.891,10.233,6.409,5.79,0
no_act/19A_noactivity_4(102),6.994,6.378,11.02,9.903,6.639,5.421,0
no_act/19A_noactivity_4(103),6.822,6.663,10.649,10.259,6.344,5.671,0
no_act/19A_noactivity_4(104),7.014,6.503,10.814,10.163,6.137,5.965,0
no_act/19A_noactivity_4(105),7.034,6.371,11.072,9.981,6.162,5.983,0
no_act/19A_noactivity_4(106),7.262,6.492,11.552,9.837,6.406,5.928,0
no_act/19A_noactivity_4(107),7.425,6.582,11.041,10.344,6.297,5.996,0
no_act/19A_noactivity_4(108),7.08,6.674,10.812,10.326,6.343,5.755,0
no_act/19A_noactivity_4(109),6.967,6.777,11.699,9.545,6.744,5.414,0
no_act/19A_noactivity_4(110),7.061,6.556,11.295,10.051,6.267,5.823,0
no_act/19A_noactivity_4(111),7.188,6.471,10.977,10.235,6.306,5.888,0
no_act/19A_noactivity_4(112),7.083,6.575,11.226,10.023,6.339,5.907,0
no_act/19A_noactivity_4(113),7.23,6.33,11.384,9.636,6.096,5.951,0
no_act/19A_noactivity_4(114),7.222,6.57,10.666,10.553,6.3,5.805,0
no_act/19A_noactivity_4(115),7.208,6.688,11.256,10.023,6.501,5.489,0
no_act/19A_noactivity_4(116),6.992,6.711,11.049,10.036,6.327,5.678,0
no_act/19A_noactivity_4(117),7.223,6.468,11.155,9.941,6.256,5.792,0
no_act/19A_noactivity_4(118),7.433,6.069,11.407,9.512,6.026,5.873,0
no_act/19A_noactivity_4(119),7.256,6.139,11.152,9.865,6.107,5.843,0
no_act/19A_noactivity_4(120),6.974,6.479,11.072,9.875,6.15,5.686,0
no_act/19A_noactivity_4(121),7.301,6.326,11.623,9.616,6.268,5.723,0
no_act/19A_noactivity_4(122),7.051,6.616,10.886,10.102,6.352,5.564,0
no_act/19A_noactivity_4(123),7.392,6.266,11.442,9.538,6.236,5.82,0
no_act/19A_noactivity_4(124),7.184,6.309,11.408,9.652,6.361,5.805,0
no_act/19A_noactivity_4(125),6.915,6.609,11.068,10.024,6.578,5.761,0
no_act/19A_noactivity_4(126),6.85,6.566,10.848,10.152,6.406,5.747,0
no_act/19A_noactivity_4(127),6.859,6.481,11.113,10.036,6.5,5.638,0
no_act/19A_noactivity_4(128),7.12,6.55,10.809,10.649,6.417,5.867,0
no_act/19A_noactivity_4(129),7.283,6.379,11.283,10.163,6.261,6.09,0
no_act/19A_noactivity_4(130),7.083,6.394,11.599,9.709,6.427,5.797,0
no_act/19A_noactivity_4(131),6.894,6.74,11.721,9.758,6.633,5.645,0
no_act/19A_noactivity_4(132),7.456,6.182,11.676,9.743,6.18,6.081,0
no_act/19A_noactivity_4(133),7.32,6.418,11.522,9.876,6.386,6.004,0
no_act/19A_noactivity_4(134),7.136,6.672,11.044,10.117,6.306,5.874,0
no_act/19A_noactivity_4(135),6.874,6.697,10.648,10.128,6.052,5.752,0
no_act/19A_noactivity_4(136),7.166,6.514,11.717,9.388,6.409,5.549,0
no_act/19A_noactivity_4(137),6.997,6.58,11.428,9.89,6.556,5.675,0
no_act/19A_noactivity_4(138),6.7,6.573,10.944,9.944,6.335,5.708,0
no_act/19A_noactivity_4(139),6.747,6.596,11.181,9.599,6.484,5.504,0
no_act/19A_noactivity_4(140),7.031,6.573,10.839,10.124,6.43,5.546,0
no_act/19A_noactivity_4(141),7.166,6.473,10.655,10.477,6.18,5.665,0
no_act/19A_noactivity_4(142),7.129,6.374,10.91,10.247,6.262,5.852,0
no_act/19A_noactivity_4(143),7.053,6.763,11.108,10.325,6.45,5.756,0
no_act/19A_noactivity_4(144),7.132,6.723,11.054,10.368,6.51,5.867,0
no_act/19A_noactivity_4(145),7.129,6.494,11.181,10.14,6.613,5.748,0
no_act/19A_noactivity_4(146),7.215,6.447,10.873,10.339,6.307,5.74,0
no_act/19A_noactivity_4(147),7.574,6.314,11.946,9.382,6.425,5.772,0
no_act/19A_noactivity_4(148),7.218,6.491,11.217,9.977,6.462,5.776,0
no_act/19A_noactivity_4(149),7.129,6.431,11.186,9.952,6.227,5.827,0
no_act/19A_noactivity_4(150),7.131,6.611,11.271,9.908,6.237,5.898,0
no_act/19A_noactivity_4(151),7.199,6.528,10.788,10.276,6.202,5.914,0
no_act/19A_noactivity_4(152),7.361,6.116,11.2,9.765,6.238,5.738,0
no_act/19A_noactivity_4(153),7.281,6.347,11.093,10.134,6.304,6.037,0
no_act/19A_noactivity_4(154),7.179,6.556,11.225,10.066,6.276,5.618,0
no_act/19A_noactivity_4(155),7.034,6.647,11.067,10.105,6.37,5.759,0
no_act/19A_noactivity_4(156),7.168,6.611,11.124,10.224,6.32,5.939,0
no_act/19A_noactivity_4(157),7.222,6.481,10.827,10.286,6.227,5.846,0
no_act/19A_noactivity_4(158),7.213,6.314,10.778,10.163,6.486,5.819,0
no_act/19A_noactivity_4(159),7.344,6.284,11.265,9.905,6.236,5.972,0
no_act/19A_noactivity_4(160),7.121,6.519,11.027,10.256,6.265,5.885,0
no_act/19A_noactivity_4(161),6.958,6.492,10.837,10.26,6.403,5.864,0
no_act/19A_noactivity_4(162),7.098,6.391,11.489,9.503,6.315,5.656,0
no_act/19A_noactivity_4(163),7.248,6.262,11.353,9.302,6.106,5.507,0
no_act/19A_noactivity_4(164),7.121,6.371,10.971,9.925,6.164,5.688,0
no_act/19A_noactivity_4(165),7.072,6.742,11.264,10.171,6.239,5.718,0
no_act/19A_noactivity_4(166),7.377,6.478,10.964,10.091,6.145,5.776,0
no_act/19A_noactivity_4(167),7.438,6.223,11.68,9.188,6.22,5.831,0
no_act/19A_noactivity_4(168),7.165,6.201,11.362,9.351,6.115,5.747,0
no_act/19A_noactivity_4(169),7.303,6.195,11.658,9.285,6.226,5.817,0
no_act/19A_noactivity_4(170),7.234,6.267,11.448,9.644,6.251,5.894,0
no_act/19A_noactivity_4(171),7.055,6.379,10.923,10.235,6.105,6.036,0
no_act/19A_noactivity_4(172),7.256,6.335,11.014,10.142,6.279,5.818,0
no_act/19A_noactivity_4(173),7.137,6.46,10.792,10.362,6.245,5.822,0
no_act/19A_noactivity_4(174),7.161,6.511,11.159,10.007,6.228,5.732,0
no_act/19A_noactivity_4(175),7.216,6.488,11.017,10.125,6.208,6.025,0
no_act/19A_noactivity_5(0),8.599,7.308,9.797,8.447,4.236,3.769,0
no_act/19A_noactivity_5(1),8.64,7.202,9.958,8.34,4.12,3.978,0
no_act/19A_noactivity_5(2),8.157,7.435,9.38,8.522,4.015,3.93,0
no_act/19A_noactivity_5(3),8.163,7.077,9.608,8.016,4.1,3.675,0
no_act/19A_noactivity_5(4),7.911,6.776,9.439,7.692,4.176,3.619,0
no_act/19A_noactivity_5(5),7.451,6.936,8.462,8.244,3.975,3.706,0
no_act/19A_noactivity_5(6),8.082,7.053,9.348,8.276,4.076,3.955,0
no_act/19A_noactivity_5(7),8.517,7.096,10.078,7.968,4.16,3.738,0
no_act/19A_noactivity_5(8),8.07,6.903,9.555,7.734,4.03,3.732,0
no_act/19A_noactivity_5(9),7.735,6.866,9.092,8.073,4.089,3.929,0
no_act/19A_noactivity_5(10),7.844,7.073,9.115,8.242,4.401,3.855,0
no_act/19A_noactivity_5(11),8.245,7.258,9.463,8.319,4.146,3.905,0
no_act/19A_noactivity_5(12),8.331,7.059,9.81,7.911,4.122,3.791,0
no_act/19A_noactivity_5(13),8.215,6.86,9.822,7.633,4.147,3.699,0
no_act/19A_noactivity_5(14),7.888,7.425,9.508,8.253,4.241,3.849,0
no_act/19A_noactivity_5(15),8.371,7.743,9.773,8.756,4.653,4.059,0
no_act/19A_noactivity_5(16),8.085,7.717,9.345,8.896,4.479,4.089,0
no_act/19A_noactivity_5(17),7.939,7.152,9.296,8.24,4.163,4.013,0
no_act/19A_noactivity_5(18),8.087,7.065,9.336,8.184,4.186,3.924,0
no_act/19A_noactivity_5(19),7.775,7.43,8.994,8.442,3.912,3.849,0
no_act/19A_noactivity_5(20),7.356,6.992,8.586,7.872,3.822,3.563,0
no_act/19A_noactivity_5(21),7.155,7.074,8.352,8.131,3.811,3.707,0
no_act/19A_noactivity_5(22),8.364,7.247,9.486,8.412,4.338,4.007,0
no_act/19A_noactivity_5(23),7.888,7.624,9.326,8.517,4.492,3.921,0
no_act/19A_noactivity_5(24),8.217,7.539,9.436,8.741,4.364,4.039,0
no_act/19A_noactivity_5(25),8.375,7.261,9.528,8.564,4.197,3.953,0
no_act/19A_noactivity_5(26),7.401,6.915,8.565,8.083,4.054,3.625,0
no_act/19A_noactivity_5(27),7.266,6.639,8.818,7.354,4.009,3.456,0
no_act/19A_noactivity_5(28),8.385,6.551,10.081,7.34,4.313,3.616,0
no_act/19A_noactivity_5(29),8.041,7.021,9.509,8.138,4.254,3.952,0
no_act/19A_noactivity_5(30),7.695,7.357,9.066,8.462,4.182,3.816,0
no_act/19A_noactivity_5(31),7.574,7.321,9.055,8.233,4.112,3.623,0
no_act/19A_noactivity_5(32),7.635,6.844,8.954,7.839,3.84,3.623,0
no_act/19A_noactivity_5(33),7.886,7.737,9.27,8.87,4.085,3.937,0
no_act/19A_noactivity_5(34),8.009,7.677,9.25,8.787,4.197,4.023,0
no_act/19A_noactivity_5(35),7.911,7.404,9.032,8.573,4.171,3.847,0
no_act/19A_noactivity_5(36),7.492,7.25,8.977,8.259,4.161,3.74,0
no_act/19A_noactivity_5(37),7.886,6.96,9.156,8.184,4.135,3.737,0
no_act/19A_noactivity_5(38),7.357,7.161,8.716,8.143,3.873,3.643,0
no_act/19A_noactivity_5(39),7.729,7.192,9.158,8.271,4.011,3.801,0
no_act/19A_noactivity_5(40),8.007,7.211,9.296,8.487,4.237,4.039,0
no_act/19A_noactivity_5(41),7.841,7.014,8.939,8.404,4.231,3.841,0
no_act/19A_noactivity_5(42),7.786,7.604,9.364,8.617,4.349,3.936,0
no_act/19A_noactivity_5(43),8.323,7.234,9.704,8.49,4.463,4.013,0
no_act/19A_noactivity_5(44),8.125,7.409,9.17,8.762,4.105,3.886,0
no_act/19A_noactivity_5(45),8.169,7.444,9.073,8.872,4.237,3.865,0
no_act/19A_noactivity_5(46),7.976,7.629,9.335,8.689,4.404,3.859,0
no_act/19A_noactivity_5(47),7.998,7.193,9.37,8.192,4.383,3.854,0
no_act/19A_noactivity_5(48),8.304,7.075,9.575,7.981,4.215,3.743,0
no_act/19A_noactivity_5(49),7.916,7.104,8.919,8.29,4.087,3.721,0
no_act/19A_noactivity_5(50),7.767,7.07,9.309,7.813,4.247,3.627,0
no_act/19A_noactivity_5(51),7.916,6.845,9.437,7.771,4.131,3.757,0
no_act/19A_noactivity_5(52),7.979,7.234,9.447,8.138,4.163,3.786,0
no_act/19A_noactivity_5(53),8.046,7.061,9.424,8.016,4.019,3.754,0
no_act/19A_noactivity_5(54),7.619,6.853,9.049,7.712,3.968,3.633,0
no_act/19A_noactivity_5(55),8.534,7.706,9.711,8.961,4.226,4.024,0
no_act/19A_noactivity_5(56),8.296,7.319,9.623,8.349,4.045,3.978,0
no_act/19A_noactivity_5(57),8.698,6.999,9.898,8.23,4.234,4.038,0
no_act/19A_noactivity_5(58),8.186,7.22,9.509,8.426,4.288,4.098,0
no_act/19A_noactivity_5(59),8.059,7.206,9.43,8.358,4.165,4.048,0
no_act/19A_noactivity_5(60),7.889,7.228,9.037,8.465,4.093,3.87,0
no_act/19A_noactivity_5(61),8.193,7.276,9.683,8.446,4.105,3.916,0
no_act/19A_noactivity_5(62),8.997,7.2,10.369,8.327,4.305,4.17,0
no_act/19A_noactivity_5(63),8.827,6.691,10.042,7.595,4.09,3.923,0
no_act/19A_noactivity_5(64),9.085,6.68,10.422,7.651,4.102,3.887,0
no_act/19A_noactivity_5(65),8.525,7.52,9.646,8.877,4.256,4.062,0
no_act/19A_noactivity_5(66),7.758,7.45,8.891,8.668,4.058,3.942,0
no_act/19A_noactivity_5(67),8.697,6.949,10.173,7.946,4.121,3.859,0
no_act/19A_noactivity_5(68),8.442,7.134,9.857,8.198,4.05,3.909,0
no_act/19A_noactivity_5(69),7.571,6.895,8.606,8.196,3.989,3.635,0
no_act/19A_noactivity_5(70),8.369,6.531,9.633,7.728,4.137,3.601,0
no_act/19A_noactivity_5(71),8.839,6.816,10.221,7.888,4.08,3.79,0
no_act/19A_noactivity_5(72),8.39,7.086,9.73,8.151,3.989,3.899,0
no_act/19A_noactivity_5(73),7.792,7.292,9.488,8.152,4.277,3.812,0
no_act/19A_noactivity_5(74),7.912,7.67,9.267,8.689,4.17,3.863,0
no_act/19A_noactivity_5(75),8.0,6.936,9.337,7.96,3.955,3.72,0
no_act/19A_noactivity_5(76),7.339,7.177,8.71,8.215,3.942,3.665,0
no_act/19A_noactivity_5(77),8.167,7.4,9.586,8.456,4.208,3.819,0
no_act/19A_noactivity_5(78),7.937,6.726,9.476,7.527,4.011,3.59,0
no_act/19A_noactivity_5(79),7.513,7.147,8.827,8.192,4.032,3.749,0
no_act/19A_noactivity_5(80),7.729,7.237,9.092,8.334,4.176,3.941,0
no_act/19A_noactivity_5(81),8.167,7.229,9.682,8.241,4.324,3.982,0
no_act/19A_noactivity_5(82),7.405,7.255,8.686,8.306,4.005,3.695,0
no_act/19A_noactivity_5(83),7.333,7.105,8.657,8.172,4.057,3.695,0
no_act/19A_noactivity_5(84),8.349,7.002,9.364,8.413,4.396,3.91,0
no_act/19A_noactivity_5(85),8.393,6.833,9.46,7.945,4.225,3.807,0
no_act/19A_noactivity_5(86),7.936,7.06,9.059,8.154,3.979,3.893,0
no_act/19A_noactivity_5(87),8.108,7.508,9.377,8.631,4.177,4.048,0
no_act/19A_noactivity_5(88),7.865,7.616,9.263,8.586,4.255,3.825,0
no_act/19A_noactivity_5(89),8.102,7.617,9.231,8.847,4.367,3.993,0
no_act/19A_noactivity_5(90),8.315,7.218,9.456,8.348,4.106,3.974,0
no_act/19A_noactivity_5(91),7.693,6.823,8.794,7.98,3.847,3.662,0
no_act/19A_noactivity_5(92),7.376,7.22,8.603,8.321,3.916,3.679,0
no_act/19A_noactivity_5(93),7.752,7.282,8.972,8.37,3.923,3.852,0
no_act/19A_noactivity_5(94),7.6,7.278,8.911,8.201,4.014,3.826,0
no_act/19A_noactivity_5(95),8.004,6.859,9.553,7.713,4.162,3.689,0
no_act/19A_noactivity_5(96),8.072,7.158,9.539,8.26,4.099,3.804,0
no_act/19A_noactivity_5(97),7.865,7.392,9.161,8.522,4.042,3.933,0
no_act/19A_noactivity_5(98),8.391,7.16,9.789,8.023,4.209,4.102,0
no_act/19A_noactivity_5(99),8.165,7.157,9.753,7.971,4.192,3.788,0
no_act/19A_noactivity_5(100),7.668,7.107,8.881,8.179,3.927,3.799,0
no_act/19A_noactivity_5(101),8.103,6.511,9.663,7.378,4.031,3.677,0
no_act/19A_noactivity_5(102),8.023,6.331,9.438,7.338,4.018,3.639,0
no_act/19A_noactivity_5(103),7.916,7.164,9.141,8.391,4.201,4.009,0
no_act/19A_noactivity_5(104),7.869,7.157,9.195,8.327,4.148,3.965,0
no_act/19A_noactivity_5(105),8.015,6.849,9.241,7.938,3.901,3.823,0
no_act/19A_noactivity_5(106),8.032,6.912,9.365,7.873,4.053,3.761,0
no_act/19A_noactivity_5(107),8.16,6.674,9.539,7.609,4.147,3.567,0
no_act/19A_noactivity_5(108),8.083,6.737,9.31,7.785,4.033,3.657,0
no_act/19A_noactivity_5(109),7.812,6.986,8.937,8.154,3.962,3.795,0
no_act/19A_noactivity_5(110),8.14,7.787,10.058,8.567,4.577,3.826,0
no_act/19A_noactivity_5(111),7.663,7.323,9.266,8.192,4.378,3.65,0
no_act/19A_noactivity_5(112),7.622,6.84,8.781,7.824,3.838,3.785,0
no_act/19A_noactivity_5(113),8.081,7.062,9.404,8.209,4.141,3.882,0
no_act/19A_noactivity_5(114),8.381,7.347,9.67,8.632,4.27,4.085,0
no_act/19A_noactivity_5(115),8.685,7.259,9.747,8.417,4.085,4.007,0
no_act/19A_noactivity_5(116),8.292,6.672,9.449,7.654,4.163,3.56,0
no_act/19A_noactivity_5(117),8.184,6.593,9.259,7.724,4.244,3.539,0
no_act/19A_noactivity_5(118),8.194,7.232,9.175,8.627,4.245,3.735,0
no_act/19A_noactivity_5(119),8.543,6.868,10.098,7.853,4.084,3.891,0
no_act/19A_noactivity_5(120),8.68,6.563,10.198,7.532,3.933,3.852,0
no_act/19A_noactivity_5(121),8.296,7.736,9.912,8.775,4.511,4.003,0
no_act/19A_noactivity_5(122),8.036,7.436,9.38,8.431,4.222,3.905,0
no_act/19A_noactivity_5(123),8.051,7.319,9.039,8.738,4.236,3.956,0
no_act/19A_noactivity_5(124),8.183,7.714,9.297,9.086,4.338,3.992,0
no_act/19A_noactivity_5(125),8.48,7.845,9.666,9.032,4.207,4.063,0
no_act/19A_noactivity_5(126),8.336,7.644,9.451,8.969,4.297,3.948,0
no_act/19A_noactivity_5(127),7.859,7.245,9.103,8.444,4.076,3.819,0
no_act/19A_noactivity_5(128),7.808,6.832,9.12,7.976,3.849,3.741,0
no_act/19A_noactivity_5(129),8.072,6.435,9.349,7.454,3.879,3.596,0
no_act/19A_noactivity_5(130),8.012,6.757,9.159,7.799,3.848,3.623,0
no_act/19A_noactivity_5(131),7.834,7.362,9.124,8.635,4.008,3.958,0
no_act/19A_noactivity_5(132),8.841,6.858,10.011,8.084,4.328,3.971,0
no_act/19A_noactivity_5(133),8.184,6.695,9.605,7.671,4.106,3.852,0
no_act/19A_noactivity_5(134),8.01,6.87,9.592,7.788,4.074,3.584,0
no_act/19A_noactivity_5(135),7.746,6.654,8.876,7.856,3.931,3.729,0
no_act/19A_noactivity_5(136),8.266,7.02,9.387,8.141,4.091,3.99,0
no_act/19A_noactivity_5(137),8.238,6.93,9.567,7.942,4.02,3.884,0
no_act/19A_noactivity_5(138),7.646,7.041,8.879,8.187,3.925,3.869,0
no_act/19A_noactivity_5(139),8.044,7.197,9.551,8.145,4.123,3.906,0
no_act/19A_noactivity_5(140),7.745,7.169,8.782,8.468,3.951,3.729,0
no_act/19A_noactivity_5(141),8.052,6.902,9.111,8.111,4.081,3.689,0
no_act/19A_noactivity_5(142),7.883,7.257,9.15,8.441,4.226,3.695,0
no_act/19A_noactivity_5(143),7.833,6.57,9.05,7.536,3.8,3.734,0
no_act/19A_noactivity_5(144),8.147,6.946,9.218,8.007,4.065,3.875,0
no_act/19A_noactivity_5(145),8.467,7.299,9.724,8.319,4.139,3.866,0
no_act/19A_noactivity_5(146),8.686,6.959,10.17,7.955,4.289,3.917,0
no_act/19A_noactivity_5(147),8.005,6.924,9.154,7.995,4.169,3.807,0
no_act/19A_noactivity_5(148),7.445,6.815,8.302,7.899,3.863,3.552,0
no_act/19A_noactivity_5(149),7.804,6.862,8.83,7.951,4.047,3.696,0
no_act/19A_noactivity_5(150),7.871,7.585,8.965,8.876,4.159,4.032,0
no_act/19A_noactivity_5(151),8.281,7.007,9.579,8.116,4.335,3.776,0
no_act/19A_noactivity_5(152),8.036,6.969,9.263,8.156,4.303,3.707,0
no_act/19A_noactivity_5(153),8.316,7.014,9.6,8.168,4.093,3.983,0
no_act/19A_noactivity_5(154),8.282,6.619,9.624,7.69,4.052,3.873,0
no_act/19A_noactivity_5(155),7.792,6.907,9.301,7.892,4.065,3.773,0
no_act/19A_noactivity_5(156),7.554,7.315,9.086,8.257,4.191,3.731,0
no_act/19A_noactivity_5(157),7.786,6.725,8.669,8.069,4.058,3.682,0
no_act/19A_noactivity_5(158),7.662,7.306,8.719,8.587,4.09,3.904,0
no_act/19A_noactivity_5(159),7.93,7.571,9.118,8.843,4.387,3.893,0
no_act/19A_noactivity_5(160),7.862,7.35,8.891,8.727,4.263,3.808,0
no_act/19A_noactivity_5(161),7.794,7.317,8.929,8.463,3.984,3.926,0
no_act/19A_noactivity_5(162),8.148,6.831,9.679,7.709,4.153,3.785,0
no_act/19A_noactivity_5(163),7.979,6.315,9.263,7.285,3.934,3.832,0
no_act/19A_noactivity_5(164),7.747,6.631,8.955,7.542,3.831,3.704,0
no_act/19A_noactivity_5(165),8.3,7.424,9.893,8.296,4.514,4.028,0
no_act/19A_noactivity_5(166),7.898,7.121,9.278,8.104,4.21,3.711,0
no_act/19A_noactivity_5(167),8.723,6.773,10.166,7.631,3.989,3.819,0
no_act/19A_noactivity_5(168),9.02,6.645,10.384,7.597,4.266,3.681,0
no_act/19A_noactivity_5(169),8.186,6.857,9.374,8.047,4.222,3.888,0
no_act/19A_noactivity_5(170),8.387,6.601,9.404,7.761,4.14,3.855,0
no_act/19A_noactivity_5(171),8.755,6.814,9.865,7.939,4.204,3.846,0
no_act/19A_noactivity_5(172),8.21,7.235,9.292,8.617,4.304,3.876,0
no_act/19A_noactivity_5(173),7.628,7.017,8.648,8.39,4.272,3.705,0
no_act/19A_noactivity_5(174),7.98,7.203,9.245,8.421,4.207,4.075,0
no_act/19A_noactivity_5(175),8.041,7.161,9.435,8.199,4.073,3.949,0
no_act/13A_noactivity_1(0),8.116,7.736,5.868,5.458,9.417,8.744,0
no_act/13A_noactivity_1(1),8.522,7.756,5.823,5.65,9.575,9.105,0
no_act/13A_noactivity_1(2),8.586,7.632,6.038,5.747,10.062,8.891,0
no_act/13A_noactivity_1(3),8.474,8.141,6.289,5.917,9.916,9.474,0
no_act/13A_noactivity_1(4),8.854,8.256,6.309,5.79,10.156,9.487,0
no_act/13A_noactivity_1(5),8.505,8.15,6.061,5.697,10.231,9.216,0
no_act/13A_noactivity_1(6),8.186,7.928,5.789,5.644,9.811,9.082,0
no_act/13A_noactivity_1(7),8.169,7.79,5.729,5.496,9.55,8.852,0
no_act/13A_noactivity_1(8),8.302,7.333,5.872,5.208,9.771,8.458,0
no_act/13A_noactivity_1(9),7.797,5.703,6.023,5.308,8.917,6.533,0
no_act/13A_noactivity_1(10),4.048,2.82,6.487,6.137,6.947,6.458,0
no_act/13A_noactivity_1(11),8.936,7.526,6.387,5.467,10.137,8.661,0
no_act/13A_noactivity_1(12),8.554,7.926,6.359,5.587,9.93,8.988,0
no_act/13A_noactivity_1(13),8.467,7.606,6.396,5.548,9.816,8.859,0
no_act/13A_noactivity_1(14),8.706,7.809,6.382,5.73,9.808,9.429,0
no_act/13A_noactivity_1(15),8.693,8.235,6.163,5.782,9.854,9.49,0
no_act/13A_noactivity_1(16),8.579,8.033,6.179,5.671,10.067,9.041,0
no_act/13A_noactivity_1(17),8.681,7.618,5.967,5.772,10.267,8.5,0
no_act/13A_noactivity_1(18),8.444,7.781,5.844,5.67,9.756,8.672,0
no_act/13A_noactivity_1(19),8.339,8.01,5.993,5.745,9.5,9.304,0
no_act/13A_noactivity_1(20),7.276,6.867,6.307,5.791,8.251,7.893,0
no_act/13A_noactivity_1(21),3.492,3.147,6.574,6.23,7.209,6.355,0
no_act/13A_noactivity_1(22),8.5,7.615,5.936,5.382,9.726,8.803,0
no_act/13A_noactivity_1(23),8.592,7.773,6.153,5.565,9.558,8.946,0
no_act/13A_noactivity_1(24),8.466,7.503,6.3,5.435,10.011,8.495,0
no_act/13A_noactivity_1(25),8.9,7.628,6.439,5.487,10.525,8.806,0
no_act/13A_noactivity_1(26),8.838,8.171,6.424,5.529,10.498,9.09,0
no_act/13A_noactivity_1(27),8.395,8.346,6.15,5.63,9.844,9.413,0
no_act/13A_noactivity_1(28),8.568,7.918,5.938,5.647,9.886,8.942,0
no_act/13A_noactivity_1(29),8.199,7.591,5.798,5.366,9.577,8.693,0
no_act/13A_noactivity_1(30),7.937,7.865,5.807,5.638,9.432,8.913,0
no_act/13A_noactivity_1(31),7.136,6.764,6.005,5.264,7.95,7.32,0
no_act/13A_noactivity_1(32),3.619,3.165,6.499,6.02,6.576,6.523,0
no_act/13A_noactivity_1(33),8.182,7.781,6.074,5.628,9.434,9.086,0
no_act/13A_noactivity_1(34),8.646,7.701,6.314,5.489,10.057,8.715,0
no_act/13A_noactivity_1(35),8.749,7.43,6.293,5.263,10.502,8.274,0
no_act/13A_noactivity_1(36),8.609,8.028,6.212,5.692,10.121,9.154,0
no_act/13A_noactivity_1(37),8.874,8.104,6.404,5.786,10.219,9.272,0
no_act/13A_noactivity_1(38),8.687,8.071,6.2,5.931,10.005,9.339,0
no_act/13A_noactivity_1(39),8.615,7.769,6.255,5.599,10.119,8.728,0
no_act/13A_noactivity_1(40),8.686,7.256,6.094,5.409,10.224,8.276,0
no_act/13A_noactivity_1(41),8.458,7.174,6.011,5.215,9.991,8.324,0
no_act/13A_noactivity_1(42),7.355,6.227,6.285,5.502,7.956,7.456,0
no_act/13A_noactivity_1(43),4.042,2.85,6.993,5.589,7.035,6.05,0
no_act/13A_noactivity_1(44),8.381,7.6,5.795,5.402,9.742,8.618,0
no_act/13A_noactivity_1(45),8.231,8.025,5.844,5.641,9.337,9.105,0
no_act/13A_noactivity_1(46),8.748,7.577,6.128,5.494,10.114,8.502,0
no_act/13A_noactivity_1(47),8.746,7.856,6.204,5.621,10.314,8.92,0
no_act/13A_noactivity_1(48),8.842,7.888,6.231,5.717,10.159,9.097,0
no_act/13A_noactivity_1(49),9.002,7.718,6.546,5.458,10.446,8.891,0
no_act/13A_noactivity_1(50),8.289,8.067,6.158,5.627,9.607,9.256,0
no_act/13A_noactivity_1(51),8.515,7.057,6.169,5.356,9.856,8.242,0
no_act/13A_noactivity_1(52),8.68,7.176,6.191,5.529,9.895,8.541,0
no_act/13A_noactivity_1(53),7.545,6.501,6.189,5.852,8.253,7.609,0
no_act/13A_noactivity_1(54),3.512,3.204,6.381,5.731,6.714,6.176,0
no_act/13A_noactivity_1(55),8.786,7.698,6.406,5.623,10.003,8.645,0
no_act/13A_noactivity_1(56),8.607,7.747,6.226,5.642,10.033,8.755,0
no_act/13A_noactivity_1(57),8.289,7.704,6.171,5.773,9.654,9.102,0
no_act/13A_noactivity_1(58),8.665,8.014,6.376,5.916,10.034,9.3,0
no_act/13A_noactivity_1(59),9.078,7.768,6.455,5.605,10.59,8.632,0
no_act/13A_noactivity_1(60),9.312,7.49,6.538,5.348,10.742,8.467,0
