title,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
no_act/csi_noactivity_2(97),7.922,7.421,11.764,10.62,10.596,9.242,0
no_act/csi_noactivity_2(98),7.74,7.702,12.33,9.96,10.978,8.796,0
no_act/csi_noactivity_2(99),7.833,7.391,11.839,10.184,10.439,9.139,0
no_act/csi_noactivity_2(100),7.951,7.313,11.981,9.922,10.651,9.017,0
no_act/csi_noactivity_2(101),8.313,7.06,11.624,10.205,10.007,9.656,0
no_act/csi_noactivity_2(102),8.626,6.876,12.376,9.672,10.276,9.357,0
no_act/csi_noactivity_2(103),8.425,7.271,12.246,10.114,10.244,9.539,0
no_act/csi_noactivity_2(104),8.278,7.561,12.371,10.291,10.537,9.591,0
no_act/csi_noactivity_2(105),7.986,7.594,11.884,10.629,10.524,9.608,0
no_act/csi_noactivity_2(106),7.941,7.303,11.502,10.596,10.403,9.256,0
no_act/csi_noactivity_2(107),8.248,7.063,11.169,10.768,10.63,8.966,0
no_act/csi_noactivity_2(108),8.524,6.854,11.399,10.532,10.768,8.849,0
no_act/csi_noactivity_2(109),8.417,6.954,11.203,10.782,10.732,8.908,0
no_act/csi_noactivity_2(110),7.84,7.175,11.566,10.1,10.655,8.877,0
no_act/csi_noactivity_2(111),7.937,7.36,12.426,9.556,10.788,8.716,0
no_act/csi_noactivity_2(112),7.912,7.286,12.142,9.709,10.524,8.871,0
no_act/csi_noactivity_2(113),7.985,7.176,11.753,10.164,10.075,9.416,0
no_act/csi_noactivity_2(114),8.276,7.304,11.304,10.869,10.65,9.189,0
no_act/csi_noactivity_2(115),8.127,7.441,11.909,10.396,10.822,9.174,0
no_act/csi_noactivity_2(116),8.223,7.325,12.649,9.679,10.817,9.293,0
no_act/csi_noactivity_2(117),7.984,7.413,12.141,9.918,10.522,9.168,0
no_act/csi_noactivity_2(118),7.764,7.34,11.722,10.1,10.308,9.066,0
no_act/csi_noactivity_2(119),7.818,7.288,11.551,10.306,10.64,8.931,0
no_act/csi_noactivity_2(120),8.201,7.189,11.393,10.649,10.613,8.993,0
no_act/csi_noactivity_2(121),8.217,7.221,11.67,10.72,10.878,9.106,0
no_act/csi_noactivity_2(122),8.107,7.235,12.126,10.218,10.351,9.526,0
no_act/csi_noactivity_2(123),7.989,7.388,12.229,10.166,10.508,9.253,0
no_act/csi_noactivity_2(124),8.1,7.252,12.097,10.177,10.2,9.315,0
no_act/csi_noactivity_2(125),8.111,7.123,11.818,10.089,9.982,9.521,0
no_act/csi_noactivity_2(126),7.717,7.263,11.621,10.003,10.265,9.071,0
no_act/csi_noactivity_2(127),7.717,7.187,11.734,9.85,10.338,9.005,0
no_act/csi_noactivity_2(128),7.937,7.241,11.647,10.19,10.354,9.369,0
no_act/csi_noactivity_2(129),7.669,7.59,12.0,10.123,10.795,9.127,0
no_act/csi_noactivity_2(130),7.78,7.569,12.012,10.066,10.95,8.9,0
no_act/csi_noactivity_2(131),8.232,7.165,11.415,10.626,10.31,9.395,0
no_act/csi_noactivity_2(132),8.238,7.087,11.801,10.423,10.118,9.693,0
no_act/csi_noactivity_2(133),7.996,7.192,11.449,10.543,10.401,9.249,0
no_act/csi_noactivity_2(134),8.134,7.266,11.961,10.062,11.224,8.517,0
