,title,A_1,A_2,A_3,A_4,A_5,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
174,no_act_1(174),-0.976,-0.8290000000000001,-0.825,-0.7659999999999999,-0.81,8.27,7.593999999999999,11.748,10.370999999999999,10.591,8.762,0
175,no_act_1(175),-0.9690000000000001,-0.831,-0.78,-0.772,-0.8220000000000001,8.265,7.63,11.802999999999999,10.481,10.804,8.601,0
176,no_act_2(0),-0.982,-0.826,-0.763,-0.875,-0.871,8.316,6.904,11.152000000000001,10.36,10.315999999999999,8.927,0
177,no_act_2(1),-0.8270000000000001,-0.9259999999999999,-0.76,-0.816,-0.831,8.258,7.09,11.197000000000001,10.43,9.966000000000001,9.266,0
178,no_act_2(2),-0.826,-0.929,-0.763,-0.7909999999999999,-0.821,8.06,6.972,11.13,10.350999999999999,10.03,9.138,0
179,no_act_2(3),-0.97,-0.8290000000000001,-0.764,-0.804,-0.7859999999999999,8.264,6.718,11.725,9.921,11.025,8.356,0
180,no_act_2(4),-0.976,-0.83,-0.8009999999999999,-0.758,-0.8220000000000001,8.101,7.307,11.376,10.856,10.68,9.312000000000001,0
181,no_act_2(5),-0.966,-0.825,-0.78,-0.772,-0.835,8.493,7.115,12.742,9.839,10.538,9.59,0
182,no_act_2(6),-0.9690000000000001,-0.825,-0.7829999999999999,-0.77,-0.858,8.224,7.421,12.088,10.297,10.634,9.379,0
183,no_act_2(7),-0.965,-0.82,-0.778,-0.765,-0.856,7.9910000000000005,7.355,11.808,10.14,10.975999999999999,8.719,0
184,no_act_2(8),-0.82,-0.963,-0.768,-0.802,-0.847,7.77,7.38,12.213,9.805,10.929,8.633,0
185,no_act_2(9),-0.823,-0.965,-0.7559999999999999,-0.813,-0.861,8.31,6.886,11.835999999999999,10.144,10.095,9.512,0
